Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Spring 2020,Boston,33141,CS 7880,1,25,9,"Sundaram, Ravi",751
Spring 2020,Boston,36237,CS 3700,2,87,86,"Jackson, Alden",344
Spring 2020,Boston,32144,CS 2501,3,46,40,"MacKenzie, Rebecca",458
Spring 2020,Boston,31654,CS 2511,6,46,46,"Bittrich, Meredith",80
Spring 2020,Boston,30125,CS 4550,1,87,73,"Annunziato, Jose",34
Spring 2020,Boston,30640,CS 2511,2,46,35,"Lerner, Ben",427
Spring 2020,Online,31158,CS 1100,1,300,202,"Weintraub, Michael",835
Spring 2020,Boston,33206,CS 1210,4,40,46,"Whitehead, Margaret",839
Spring 2020,Boston,33207,CS 4500,2,50,50,"Vesely, Ferdinand",807
Spring 2020,Boston,33209,CS 4410,1,32,26,"Lerner, Ben",427
Spring 2020,Boston,33211,CS 3500,2,65,63,"Freifeld, Clark",241
Spring 2020,Boston,33726,CS 2510,6,114,75,"Vesely, Ferdinand",807
Spring 2020,Boston,33727,CS 2511,9,55,55,"Bittrich, Meredith",80
Spring 2020,Boston,33728,CS 2511,10,55,55,"Bittrich, Meredith",80
Spring 2020,Boston,33729,CS 3200,2,87,87,"Durant, Kathleen",195
Spring 2020,Boston,33730,CS 3520,1,54,49,"Mihajlovikj, Vidoje",500
Spring 2020,Boston,33731,DS 4200,1,60,64,"Cashman, Dylan",110
Spring 2020,Boston,33732,IS 2000,1,60,48,"Schedlbauer, Martin",663
Spring 2020,Boston,34759,CS 5003,2,45,40,"Strange, Laney",742
Spring 2020,Boston,31688,CS 5200,1,87,81,"Annunziato, Jose",34
Spring 2020,Boston,31687,CS 5600,1,87,69,"Tuck, Nathaniel",784
Spring 2020,Boston,37834,CS 4500,4,50,48,"Vesely, Ferdinand",807
Spring 2020,Boston,37835,CS 3000,4,72,69,"Van Der Poel, Drew",795
Spring 2020,Boston,37439,DS 2001,17,19,18,"Lee, Shun-Yang",424
Spring 2020,Boston,37841,CS 7290,1,48,41,"Ness, Robert",543
Spring 2020,Boston,37440,DS 2001,18,19,13,"Douglas, Brecia",189
Spring 2020,Boston,37441,DS 3000,1,87,86,"Yildirim, Caglar",873
Spring 2020,Online,37852,CY 5010,1,30,18,"Sierra, Jose",702
Spring 2020,Online,37853,CY 5130,1,30,14,"Mex Perera, Jorge",494
Spring 2020,Boston,37854,CY 5250,1,30,6,"Papageorge, Themis",572
Spring 2020,Boston,37442,DS 3000,2,75,75,"Yildirim, Caglar",873
Spring 2020,Boston,30691,CS 2801,5,30,18,"Manolios, Pete",468
Spring 2020,Boston,34798,CS 5005,4,40,13,"Bagley, Keith",49
Spring 2020,Boston,37980,CS 4955,1,19,5,"Shah, Mike",678
Spring 2020,"Seattle, WA",37990,CS 5001,3,60,60,"Mullen, Tony",529
Spring 2020,"Seattle, WA",37991,CS 5002,3,60,55,"Slaughter, Adrienne",714
Spring 2020,"Seattle, WA",37992,CS 5003,3,60,60,"Jelani, Drew",354
Spring 2020,"Seattle, WA",37994,CS 5004,4,60,25,"Bonaci, Tamara",88
Spring 2020,"Seattle, WA",37995,CS 5005,5,49,50,"Evans, Abigail",215
Spring 2020,"Seattle, WA",37996,CS 5005,6,60,29,"Bonaci, Tamara",88
Spring 2020,"Seattle, WA",37997,CS 5100,2,30,17,"Chandrasekar, Raman",117
Spring 2020,"Seattle, WA",37998,CS 5400,2,20,7,"Mullen, Tony",529
Spring 2020,"Seattle, WA",37999,CS 5600,2,30,13,"Rao, Vinayak",613
Spring 2020,"Seattle, WA",38000,CS 5800,2,60,58,"Sun, Zhifeng",750
Spring 2020,"Seattle, WA",38001,CS 6220,2,20,19,"Aguiar, Everaldo",10
Spring 2020,"Seattle, WA",38002,CS 6240,2,25,23,"Wu, Ming-Chuan",855
Spring 2020,"Seattle, WA",38003,CS 6510,1,10,9,"Gorton, Ian, Slaughter, Adrienne","281, 714"
Spring 2020,"Seattle, WA",38004,CS 6620,2,30,30,"Mullen, Tony",529
Spring 2020,"Seattle, WA",38006,CS 6949,1,60,46,"Mesch, Francisco",493
Spring 2020,"Seattle, WA",38007,CS 7180,2,15,11,"Evans, Abigail",215
Spring 2020,"Seattle, WA",38008,CS 7580,1,22,22,"Evans, Abigail",215
Spring 2020,"Seattle, WA",38009,CS 7680,2,13,1,"Slaughter, Adrienne",714
Spring 2020,Online,38010,CS 5100,3,30,28,"Chandrasekar, Raman",117
Spring 2020,"Vancouver, Canada",38026,CS 5010,1,15,9,"Edmunds, Bethany",203
Spring 2020,"Vancouver, Canada",38027,CS 5011,1,15,9,"Edmunds, Bethany",203
Spring 2020,Boston,38040,IS 3500,1,25,18,"Schedlbauer, Martin",663
Spring 2020,Boston,38080,CS 7200,1,40,12,"Vitek, Olga",814
Spring 2020,Boston,38088,CS 6510,2,10,11,"Gorton, Ian",281
Spring 2020,"Seattle, WA",38102,CS 5610,2,40,40,"Jorgensen, Austin",367
Spring 2020,"Silicon Valley, CA",38095,CS 5001,4,43,38,"Sellke, Sarah",673
Spring 2020,"Silicon Valley, CA",38096,CS 5002,4,43,38,"Sellke, Sarah",673
Spring 2020,"Silicon Valley, CA",38097,CS 5003,4,43,38,"Sellke, Sarah",673
Spring 2020,"Silicon Valley, CA",38098,CS 5004,5,40,41,"Jahanjou, Hamid",345
Spring 2020,"Seattle, WA",38099,CS 5006,3,60,54,"Slaughter, Adrienne",714
Spring 2020,"Seattle, WA",38100,CS 5006,4,49,16,"Buck, Joseph",102
Spring 2020,"Seattle, WA",38101,CS 5007,3,60,60,"Slaughter, Adrienne",714
Spring 2020,Boston,38117,CS 4300,1,36,33,"Anderson, Erik",31
Spring 2020,"Silicon Valley, CA",38118,CS 5005,7,40,40,"Gust, Philip",297
Spring 2020,"Silicon Valley, CA",38119,CS 5500,6,48,46,"Gust, Philip",297
Spring 2020,"Silicon Valley, CA",38120,CS 5600,3,40,38,"Gust, Philip",297
Spring 2020,"Silicon Valley, CA",38122,CS 6120,2,40,8,"Saripalli, Prasad",657
Spring 2020,"Silicon Valley, CA",38123,CS 6140,2,32,13,"Bagherjeiran, Abraham",48
Spring 2020,"Silicon Valley, CA",38124,CS 6650,1,43,42,"Saripalli, Prasad",657
Spring 2020,"Silicon Valley, CA",38137,CS 5006,5,40,38,"Hailpern, Brent",300
Spring 2020,"Silicon Valley, CA",38138,CS 5007,5,40,40,"Hailpern, Brent",300
Spring 2020,"Silicon Valley, CA",38139,CS 5800,3,40,36,"Bhardwaj, Anurag",74
Spring 2020,"Silicon Valley, CA",38141,CS 6200,2,40,16,"Baeza-Yates, Ricardo",47
Spring 2020,Online,38155,CS 5001,5,30,11,"Jump, Maria",369
Spring 2020,Online,38156,CS 5010,2,30,24,"Jump, Maria",369
Spring 2020,Online,38157,CS 5011,2,30,24,"Jump, Maria",369
Spring 2020,Online,38158,CS 5520,1,79,62,"Feinberg, Daniel",225
Spring 2020,Online,38159,CS 5610,4,39,33,"Annunziato, Jose",34
Spring 2020,Online,38160,CS 5800,4,79,62,"Ezzat, Ahmed",218
Spring 2020,Online,38161,CS 6140,3,49,22,"Arunagiri, Sara",36
Spring 2020,Online,38162,CS 6220,3,49,41,"Arunagiri, Sara",36
Spring 2020,Online,38163,CS 6650,2,79,43,"Saripalli, Prasad",657
Spring 2020,"Seattle, WA",38172,CS 7180,3,10,4,"Chandrasekar, Raman",117
Spring 2020,"San Francisco, CA",38175,CS 5007,6,24,19,"Abu-Samaha, Mamoun",5
Spring 2020,"San Francisco, CA",38176,CS 5006,6,24,20,"Abu-Samaha, Mamoun",5
Spring 2020,"San Francisco, CA",38177,CS 5005,8,24,18,"Miller, Mark",503
Spring 2020,"Seattle, WA",38178,CS 5004,6,49,53,"Evans, Abigail",215
Spring 2020,"San Francisco, CA",38179,CS 5003,5,24,18,"Miller, Mark",503
Spring 2020,"San Francisco, CA",38180,CS 5002,5,24,18,"Tims, Jodi",768
Spring 2020,"San Francisco, CA",38181,CS 5001,6,24,18,"Abu-Samaha, Mamoun",5
Spring 2020,"San Francisco, CA",38174,CS 5100,4,24,2,"Abu-Samaha, Mamoun",5
Spring 2020,"San Francisco, CA",38183,CS 5004,7,24,19,"Cheng, Zhuoqun",126
Spring 2020,Boston,38188,CS 6949,2,60,51,"Cengic, Smajl",111
Spring 2020,"Seattle, WA",38191,CS 5500,7,35,32,"Lash, Alexander",415
Spring 2020,"Seattle, WA",38192,CS 5011,4,10,9,"Bonicillo, Mark",89
Spring 2020,"Seattle, WA",38194,CS 5010,3,25,18,"Cross, Brian",155
Spring 2020,"Seattle, WA",38195,CS 5011,3,13,9,"Donaldson, Alex",184
Spring 2020,"Seattle, WA",38205,CS 5007,4,49,16,"Buck, Joseph",102
Spring 2020,Online,38206,CS 5200,2,49,46,"Feinberg, Daniel",225
Spring 2020,"Silicon Valley, CA",38221,CS 6510,3,10,3,"Gorton, Ian",281
Spring 2020,Online,38230,CY 5001,2,15,16,"Mex Perera, Jorge",494
Spring 2020,"Vancouver, Canada",38233,CS 5200,3,15,9,"Aibin, Michal",14
Spring 2020,"Seattle, WA",38245,CY 5770,2,20,7,"Bonaci, Tamara",88
Spring 2020,"Silicon Valley, CA",38255,CS 5200,4,24,5,"Ezzat, Ahmed",218
Spring 2020,London,38387,DS 2000,3,50,12,"Derbinsky, Nate",177
Spring 2020,London,38388,DS 2001,1,50,12,"Simonson, Matthew",704
Spring 2020,Boston,38406,CS 2511,13,54,20,"Bittrich, Meredith",80
Spring 2020,Boston,38429,CS 2810,3,30,34,"Higger, Matt",320
Spring 2020,"Seattle, WA",38516,CS 5200,5,30,26,"Chhay, Bruce",128
Spring 2020,Boston,38533,CS 6949,3,60,32,"Vander Laan, Kathi",797
Spring 2020,Boston,38541,CS 5150,1,35,13,"Dill, Kevin",180
Spring 2020,"Seattle, WA",38572,CS 6140,4,30,7,"Small, Kevin",718
Spring 2020,Boston,38515,CS 3700,3,33,23,"Malhotra, Aanchal",462
Spring 2020,Boston,38592,CS 4150,1,30,8,"Dill, Kevin",180
Spring 2020,"Seattle, WA",38603,CS 7140,2,20,10,"Martell, Craig",473
Spring 2020,Boston,38820,CS 4500,5,46,32,"Hemann, Jason",318
Spring 2020,Online,38942,CS 6949,4,60,16,"Mesch, Francisco",493
Spring 2020,Online,31810,HINF 6335,1,35,10,"Feinberg, Daniel, Hameed, CJ","225, 306"
Spring 2020,Online,35166,HINF 5102,2,20,9,"Foster, Jamon",239
Spring 2020,Online,32158,HINF 6201,1,40,10,"Robbins, Shari",631
Spring 2020,Online,35237,HINF 6220,2,19,18,"Feinberg, Daniel",225
Spring 2020,Boston,36314,HINF 5301,1,15,3,"Jimison, Holly",359
Spring 2020,Boston,31297,HINF 6355,1,30,13,"Ries, Dan",630
Spring 2020,Online,31476,HINF 5105,2,40,18,"Roth, Monique",642
Spring 2020,Online,34550,HINF 6202,1,20,16,"Maloney, Marie",465
Spring 2020,Boston,34551,HINF 6404,1,35,16,"Bartolotta, Jim, Feinberg, Daniel","57, 225"
Spring 2020,Boston,31298,HINF 5102,1,40,19,"Foster, Jamon",239
Spring 2020,Boston,31299,HINF 6215,1,24,19,"Spitulnik, Jay",733
Spring 2020,Boston,31300,HINF 5105,1,40,33,"Wolfield, Barry",849
Spring 2020,"Silicon Valley, CA",39188,CS 5964,2,19,0,"Holt, Kevin",325
Spring 2021,Boston,30209,CS 4100,1,87,83,"Wong, Lawson",850
Spring 2021,Boston,33281,DS 5220,1,65,19,"Yehoshua, Roi",871
Spring 2021,Online,33285,CS 5004,1,75,58,"Freifeld, Clark",241
Spring 2021,Online,33286,CS 5005,1,80,63,"Bagley, Keith",49
Spring 2021,Online,33290,CS 6710,1,24,7,"Ranganathan, Aanjhan",612
Spring 2021,Boston,33292,DS 5230,1,65,37,"Van De Meent, Jan-Willem",794
Spring 2021,Boston,33293,DS 5110,1,65,56,"Bemis, Kylie",66
Spring 2021,Online,30227,CS 2511,3,101,58,"Razzaq, Leena",620
Spring 2021,Boston,35347,HINF 5407,1,25,4,"Johnson, Craig",362
Spring 2021,Boston,30234,CS 2510,2,101,99,"Lerner, Ben",427
Spring 2021,Boston,30235,CS 2510,1,101,73,"Lerner, Ben",427
Spring 2021,Boston,31269,CS 2510,3,114,113,"Razzaq, Leena",620
Spring 2021,Online,31270,CS 2511,5,101,73,"Lerner, Ben",427
Spring 2021,Boston,33837,CS 5003,2,45,36,"Schmidt, Logan",665
Spring 2021,Online,31279,HINF 5105,2,40,30,"Roth, Monique",642
Spring 2021,Online,33332,CS 2501,5,55,50,"Wahl, Thomas",819
Spring 2021,Online,33333,CS 2501,6,55,49,"Wahl, Thomas",819
Spring 2021,Online,30268,CS 2501,1,55,45,"Wahl, Thomas",819
Spring 2021,Online,35907,CS 5200,2,79,47,"Schedlbauer, Martin",663
Spring 2021,Online,31826,CS 2501,2,55,53,"Wahl, Thomas",819
Spring 2021,Online,37460,CY 5001,1,30,7,"Sierra, Jose",702
Spring 2021,Online,37461,CY 5010,1,30,25,"Sierra, Jose",702
Spring 2021,Boston,37463,CY 5130,2,19,18,"Mex Perera, Jorge",494
Spring 2021,Boston,37464,CY 5150,1,40,23,"Amorin, Kevin",30
Spring 2021,Boston,37466,CY 5200,1,30,26,"Papageorge, Themis",572
Spring 2021,Boston,37467,CY 5210,1,50,23,"Booker, Elton",90
Spring 2021,Boston,37468,CY 5240,1,48,40,"Courtney, Kyle",151
Spring 2021,Boston,32861,CS 2510,4,114,113,"Derbinsky, Nate",177
Spring 2021,Online,35933,CS 5200,3,79,11,"Schedlbauer, Martin",663
Spring 2021,Online,32351,CS 1210,3,30,33,"Montes, Yasmil",518
Spring 2021,Boston,30816,CS 7805,1,40,4,"Wichs, Daniel",840
Spring 2021,Online,32353,CS 2511,7,101,96,"Razzaq, Leena",620
Spring 2021,Online,32354,CS 2511,8,101,101,"Razzaq, Leena",620
Spring 2021,Boston,32355,CS 2800,3,75,70,"Hemann, Jason",318
Spring 2021,Boston,32356,CS 3700,1,87,83,"Jackson, Alden",344
Spring 2021,Boston,30817,CS 5400,1,6,5,"Hemann, Jason",318
Spring 2021,Online,37469,CY 5250,1,30,18,"Papageorge, Themis",572
Spring 2021,Online,37479,CS 5520,1,69,67,"Feinberg, Daniel",225
Spring 2021,Online,37480,CS 5610,2,79,76,"Annunziato, Jose",34
Spring 2021,Boston,32359,CS 6220,1,87,25,"Pavlu, Virgil",585
Spring 2021,Boston,31672,CS 5100,1,79,67,"Amato, Chris",26
Spring 2021,Boston,33400,DS 5020,1,65,45,"Brady, David",94
Spring 2021,Boston,33708,HINF 6404,1,35,18,"Bartolotta, Jim",57
Spring 2021,Boston,33098,CS 3520,1,87,87,"Cooper, Seth",146
Spring 2021,Boston,33099,DS 4200,1,60,58,"Borkin, Michelle",91
Spring 2021,Online,33100,IS 2000,1,60,55,"Schedlbauer, Martin",663
Spring 2021,Boston,37514,CS 5150,1,21,20,"Dill, Kevin",180
Spring 2021,Boston,37515,CS 4150,1,25,24,"Dill, Kevin",180
Spring 2021,Boston,34460,CS 2500,4,87,74,"Park, John",576
Spring 2021,Boston,30367,IS 4300,1,40,39,"Intille, Stephen",340
Spring 2021,Boston,30368,CS 4400,1,77,68,"Hemann, Jason",318
Spring 2021,Boston,30369,CS 3200,1,87,70,"Durant, Kathleen",195
Spring 2021,Boston,34464,DS 5500,1,65,39,"Brady, David",94
Spring 2021,Online,31403,CS 2511,6,101,101,"Razzaq, Leena",620
Spring 2021,Boston,30381,CS 3800,1,87,80,"Schnyder, Walter",666
Spring 2021,Boston,30382,CS 3500,1,75,71,"Mihajlovikj, Vidoje",500
Spring 2021,Online,30383,CS 1210,2,30,30,"Kent Yates, Aileen",385
Spring 2021,Online,30384,CS 1210,1,15,15,"Peikin, Melissa",587
Spring 2021,Online,30385,CS 1800,1,204,178,"Rachlin, John",601
Spring 2021,Boston,34486,CS 2810,1,114,111,"Gold, Kevin",275
Spring 2021,Boston,31736,CS 6120,1,70,68,"Smith, David",719
Spring 2021,Boston,31932,CS 2500,2,87,78,"Wahl, Thomas",819
Spring 2021,Boston,31933,CS 3540,1,48,47,"Yildirim, Caglar",873
Spring 2021,Online,31934,CS 4850,1,28,21,"Shah, Mike",678
Spring 2021,Boston,34231,CS 7180,1,22,9,"Elhamifar, Ehsan",209
Spring 2021,Online,31430,CS 5600,1,87,41,"Shin, Ji-Yong",695
Spring 2021,Boston,31431,CS 5200,1,87,56,"Miller, Renee",504
Spring 2021,Boston,34232,CS 7250,1,40,25,"Dunne, Cody",668
Spring 2021,Boston,37067,IS 1300,1,20,20,"Fallis, Don",219
Spring 2021,Boston,35251,CS 7600,1,40,23,"Cooperman, Gene",147
Spring 2021,Boston,37069,IS 4800,1,30,21,"Yildirim, Caglar",873
Spring 2021,Online,31737,CS 6140,1,87,25,"Radivojac, Predrag",603
Spring 2021,Boston,31956,CS 6200,1,39,31,"Amor-Tijani, Ghita",29
Spring 2021,Boston,34235,CS 3950,1,39,25,"Choffnes, David",131
Spring 2021,Online,31957,CS 5850,1,32,29,"Shah, Mike",678
Spring 2021,Boston,30935,CS 5500,1,46,45,"Boyland, John",92
Spring 2021,Boston,34521,CS 5001,2,40,28,"Schmidt, Logan",665
Spring 2021,Boston,34236,CS 4700,1,8,1,"Jackson, Alden",344
Spring 2021,Boston,34522,CS 5002,2,45,30,"Van Der Poel, Drew",795
Spring 2021,Online,34237,CS 4710,1,20,12,"Ranganathan, Aanjhan",612
Spring 2021,Boston,34238,IS 4200,1,20,9,"Amor-Tijani, Ghita",29
Spring 2021,Boston,31738,CS 6240,1,50,41,"Riedewald, Mirek",628
Spring 2021,Boston,34239,DS 2000,2,100,78,"Strange, Laney",742
Spring 2021,Boston,32493,CS 4120,1,50,42,"Muzny, Felix",533
Spring 2021,Boston,34240,DS 4420,1,40,29,"Nye, Benjamin",553
Spring 2021,Boston,32500,CS 2500,3,87,80,"Park, John",576
Spring 2021,Boston,36084,DS 2000,3,100,33,"Strange, Laney",742
Spring 2021,Boston,34241,DS 4900,1,36,22,"Wallace, Byron",821
Spring 2021,Online,31840,HINF 6201,1,40,19,"Robbins, Shari",631
Spring 2021,Boston,37117,DS 2001,1,35,25,"Muzny, Felix",533
Spring 2021,Boston,37118,DS 2001,2,35,31,"Muzny, Felix",533
Spring 2021,Boston,37119,DS 2001,3,35,32,"Muzny, Felix",533
Spring 2021,Boston,37120,DS 2001,4,35,24,"Muzny, Felix",533
Spring 2021,Boston,37121,DS 2001,5,30,10,"Intille, Stephen",340
Spring 2021,Boston,37123,DS 2001,6,35,28,"Garvey, Myles",254
Spring 2021,Boston,37124,DS 2001,7,35,20,"Garvey, Myles",254
Spring 2021,Online,34053,HINF 5102,2,20,11,"Foster, Jamon",239
Spring 2021,Boston,37126,DS 2001,8,30,17,"Kelley, Thomas",381
Spring 2021,Boston,37127,DS 2001,9,30,21,"Robertson, Ronald",632
Spring 2021,Boston,37129,DS 2500,1,75,72,"Rachlin, John",601
Spring 2021,Online,37130,DS 2501,1,75,72,"Rachlin, John",601
Spring 2021,Boston,34574,CS 3700,2,87,80,"Jackson, Alden",344
Spring 2021,Online,31011,CS 1100,1,207,165,"Amor-Tijani, Ghita",29
Spring 2021,Boston,34596,HINF 5301,1,15,3,"Jimison, Holly",359
Spring 2021,Online,34089,HINF 6220,2,30,21,"Feinberg, Daniel",225
Spring 2021,Boston,31130,HINF 6215,1,24,19,"Spitulnik, Jay",733
Spring 2021,Online,30002,CS 2801,4,25,23,"Hemann, Jason",318
Spring 2021,Online,30003,CS 2801,3,25,21,"Hemann, Jason",318
Spring 2021,Online,30004,CS 2801,2,25,25,"Hemann, Jason",318
Spring 2021,Online,31543,HINF 6335,1,35,3,"Hameed, CJ, Spitulnik, Jay","306, 733"
Spring 2021,Online,33237,DA 5030,1,50,29,"Schedlbauer, Martin",663
Spring 2021,Online,33238,DA 5020,1,50,32,"Clachar, Sophine",134
Spring 2021,Boston,33602,CS 7140,1,30,10,"Zhang, Hongyang",888
Spring 2021,Online,30019,CS 2801,1,25,26,"Hemann, Jason",318
Spring 2021,Boston,33094,CS 2510,6,114,114,"Shesh, Amit",693
Spring 2021,Online,33095,CS 2511,9,101,99,"Razzaq, Leena",620
Spring 2021,Online,33096,CS 2511,10,101,99,"Razzaq, Leena",620
Spring 2021,Online,33609,CS 1200,3,35,35,"Forgash, Jill",237
Spring 2021,Online,33610,CS 1210,5,40,40,"Meyers, Amber",495
Spring 2021,Boston,33611,CS 1802,1,23,22,"Park, John",576
Spring 2021,Boston,33612,CS 1802,2,20,22,"Park, John",576
Spring 2021,Boston,33097,CS 3200,2,87,77,"Durant, Kathleen",195
Spring 2021,Boston,33614,CS 1802,4,20,20,"Nunez, Lucia, Rachlin, John","552, 601"
Spring 2021,Boston,33615,CS 1802,5,20,19,"Nunez, Lucia, Rachlin, John","552, 601"
Spring 2021,Boston,33616,CS 1802,6,20,16,"Nunez, Lucia, Rachlin, John","552, 601"
Spring 2021,Boston,33617,CS 1802,7,17,16,"Park, John",576
Spring 2021,Boston,33618,CS 1802,8,20,19,"Park, John",576
Spring 2021,Online,33619,CS 2511,11,101,75,"Razzaq, Leena",620
Spring 2021,Online,33620,CS 3200,3,87,87,"Annunziato, Jose",34
Spring 2021,Boston,33621,CS 3650,1,87,74,"Tuck, Nathaniel",784
Spring 2021,Boston,33622,CS 3650,2,87,59,"Tuck, Nathaniel",784
Spring 2021,Boston,33623,CS 3800,2,87,78,"Schnyder, Walter",666
Spring 2021,Boston,33625,DS 2000,1,100,97,"Strange, Laney",742
Spring 2021,Boston,33626,DS 4300,1,72,69,"Rachlin, John",601
Spring 2021,Boston,35675,CS 4610,1,19,9,"Platt, Rob",593
Spring 2021,Boston,35676,CS 5335,1,35,29,"Platt, Rob",593
Spring 2021,Boston,33627,DS 4400,1,60,61,"Oprea, Alina",561
Spring 2021,Boston,30057,CS 2800,2,75,73,"Hemann, Jason",318
Spring 2021,Boston,32624,CS 6410,1,20,2,"Lerner, Ben",427
Spring 2021,Boston,32625,CS 7880,1,19,15,"Ullman, Jonathan",788
Spring 2021,Boston,35702,CS 5100,2,62,24,"Marsella, Stacy",472
Spring 2021,Boston,35705,CS 5800,2,87,73,"Pavlu, Virgil",585
Spring 2021,Boston,35709,CS 6620,1,60,52,"Desnoyers, Peter",178
Spring 2021,Boston,37247,CY 2550,3,87,74,"Shelat, Abhi",688
Spring 2021,Boston,37249,CY 4930,1,30,21,"Noubir, Guevara",549
Spring 2021,Online,30605,CS 2801,5,25,25,"Hemann, Jason",318
Spring 2021,Boston,35213,DS 3000,1,87,87,"Higger, Matt",320
Spring 2021,Online,35215,CY 2550,1,87,44,"Wilson, Christo",844
Spring 2021,Boston,35216,CY 2550,2,87,85,"Wilson, Christo",844
Spring 2021,Boston,35217,CY 4170,1,50,18,"Hartzog, Woodrow",313
Spring 2021,Online,35218,CY 4740,1,40,18,"Robertson, William",633
Spring 2021,Online,35219,CY 4770,1,50,15,"Cohen, Ran",141
Spring 2021,Boston,35214,DS 3000,2,87,83,"Higger, Matt",320
Spring 2021,Online,31128,HINF 6355,1,30,13,"Ries, Dan",630
Spring 2021,Online,35225,CY 6740,1,18,9,"Robertson, William",633
Spring 2021,Boston,31129,HINF 5102,1,36,9,"Foster, Jamon",239
Spring 2021,Boston,30107,CS 4550,1,87,71,"Tuck, Nathaniel",784
Spring 2021,Online,35228,CS 1101,1,23,22,"Amor-Tijani, Ghita",29
Spring 2021,Boston,35229,CS 1101,2,23,21,"Lieberherr, Karl",433
Spring 2021,Boston,35230,CS 1101,3,23,15,"Lieberherr, Karl",433
Spring 2021,Boston,35231,CS 1101,4,23,22,"Lieberherr, Karl",433
Spring 2021,Boston,31131,HINF 5105,1,40,36,"Wolfield, Barry",849
Spring 2021,Boston,35233,CS 1101,6,23,22,"Lieberherr, Karl",433
Spring 2021,Boston,35234,CS 1101,7,17,11,"Lieberherr, Karl",433
Spring 2021,Boston,35235,CS 1101,8,23,18,"Lieberherr, Karl",433
Spring 2021,Boston,35236,CS 1101,9,17,13,"Amor-Tijani, Ghita",29
Spring 2021,Online,35744,IS 3500,1,40,9,"Schedlbauer, Martin",663
Spring 2021,Online,35238,CS 1101,14,23,21,"Amor-Tijani, Ghita",29
Spring 2021,Online,35239,CS 1210,6,40,40,"Abdulle, Anis",2
Spring 2021,Online,35240,CS 2501,7,55,35,"Wahl, Thomas",819
Spring 2021,Online,32682,CS 1210,4,40,41,"Haycook, Charles",317
Spring 2021,Boston,35242,CS 2810,2,114,113,"Gold, Kevin",275
Spring 2021,Boston,35244,CS 3650,3,87,49,"Tuck, Nathaniel",784
Spring 2021,Boston,32685,CS 4410,1,30,18,"Lerner, Ben",427
Spring 2021,Boston,35246,CS 4400,2,87,57,"Barzilay, Eli",58
Spring 2021,Boston,32687,CS 3500,2,75,74,"Mihajlovikj, Vidoje",500
Spring 2021,Boston,35247,CS 4950,1,20,6,"Choffnes, David",131
Spring 2021,Boston,35249,CS 7240,1,30,6,"Gatterbauer, Wolfgang",257
Spring 2021,Online,33707,HINF 6202,1,20,13,"Maloney, Marie",465
Spring 2021,Online,34739,CS 1200,4,35,29,"Wassinger, Claire",834
Spring 2021,Online,37300,CS 1210,7,40,37,"Bishnoi, Priyanka",79
Spring 2021,Boston,37302,CS 1802,10,20,20,"Nunez, Lucia, Strange, Laney","552, 742"
Spring 2021,Boston,37303,CS 1802,11,20,21,"Nunez, Lucia, Strange, Laney","552, 742"
Spring 2021,Online,37306,CS 2510,8,100,62,"Mihajlovikj, Vidoje",500
Spring 2021,Boston,37307,CS 2510,9,114,76,"Razzaq, Leena",620
Spring 2021,Boston,37308,CS 2510,10,114,114,"Shesh, Amit",693
Spring 2021,Online,37309,CS 2511,14,100,62,"Mihajlovikj, Vidoje",500
Spring 2021,Online,37310,CS 2801,7,25,23,"Hemann, Jason",318
Spring 2021,Boston,37311,CS 3000,5,87,53,"Schnyder, Walter",666
Spring 2021,Boston,34233,CS 3000,1,80,75,"Sundaram, Ravi",751
Spring 2021,Boston,34234,CS 3000,2,87,81,"Nguyen, Huy",544
Spring 2021,Boston,37312,CS 3001,1,39,11,"Sundaram, Ravi",751
Spring 2021,Boston,37313,CS 3001,2,39,31,"Sundaram, Ravi",751
Spring 2021,Boston,37314,CS 3001,3,39,35,"Sundaram, Ravi",751
Spring 2021,Boston,37315,CS 3001,4,39,36,"Sundaram, Ravi",751
Spring 2021,Boston,37316,CS 3001,5,39,35,"Sundaram, Ravi",751
Spring 2021,Boston,37317,CS 3001,6,39,35,"Sundaram, Ravi",751
Spring 2021,Boston,37318,CS 3001,7,39,15,"Sundaram, Ravi",751
Spring 2021,Boston,37319,CS 3001,8,39,5,"Sundaram, Ravi",751
Spring 2021,Boston,37320,CS 3001,9,39,5,"Sundaram, Ravi",751
Spring 2021,Online,37322,CS 3200,4,87,87,"Annunziato, Jose",34
Spring 2021,Boston,37323,CS 4500,1,70,67,"Vesely, Ferdinand",807
Spring 2021,Boston,37324,CS 4500,6,50,46,"Vesely, Ferdinand",807
Spring 2021,Boston,37326,CS 4530,1,68,67,"Bell, Jonathan",64
Spring 2021,Boston,37328,CS 4805,1,10,4,"Wichs, Daniel",840
Spring 2021,Online,37329,CS 5001,7,39,19,"Jump, Maria",369
Spring 2021,Online,37330,CS 5010,4,88,59,"Jump, Maria",369
Spring 2021,Online,37331,CS 5011,5,90,61,"Jump, Maria",369
Spring 2021,Online,37332,CS 5100,5,49,13,"Saripalli, Prasad",657
Spring 2021,Boston,37333,CS 5310,1,26,13,"Shesh, Amit",693
Spring 2021,Boston,37334,CS 5500,2,50,50,"Wand, Mitchell",824
Spring 2021,Boston,33753,CS 5340,1,26,26,"Intille, Stephen",340
