Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Spring 2021,Online,30682,CS 5610,1,87,83,"Annunziato, Jose",34
Spring 2021,Boston,30683,CS 5700,1,40,25,"Jackson, Alden",344
Spring 2021,Online,30684,CS 5800,1,100,49,"Viola, Emanuele",811
Spring 2021,Online,37335,CS 6140,5,49,8,"Ahmad, Uzair",11
Spring 2021,Online,37336,CS 6220,5,49,44,"Arunagiri, Sara",36
Spring 2021,Online,37337,CS 6650,3,59,41,"Saripalli, Prasad",657
Spring 2021,Boston,37338,CS 7150,1,50,46,"Hand, Paul",310
Spring 2021,Boston,37339,CS 7480,1,40,15,"Felleisen, Matthias",227
Spring 2021,Boston,33754,DS 5010,1,65,33,"Bemis, Kylie",66
Spring 2021,Boston,35820,CS 4300,1,50,44,"Shesh, Amit",693
Spring 2021,Boston,35826,CS 6140,2,87,21,"Vitek, Olga",814
Spring 2021,Boston,33781,CS 5004,2,75,59,"Bagley, Keith",49
Spring 2021,Online,33783,CS 5005,3,80,54,"Bagley, Keith",49
Spring 2021,Boston,33272,CS 5001,1,45,40,"Bagley, Keith",49
Spring 2021,Boston,33273,CS 5002,1,40,38,"Van Der Poel, Drew",795
Spring 2021,Boston,33274,CS 5003,1,45,32,"Schmidt, Logan",665
Spring 2021,Boston,31741,IS 1500,1,50,20,"Amor-Tijani, Ghita",29
Spring 2021,Boston,38021,CS 5170,1,40,12,"Marsella, Stacy",472
Spring 2021,Boston,38029,CY 5770,1,46,27,"Mirzaei, Omid",507
Spring 2021,Online,38037,CS 1800,2,49,36,"Rachlin, John",601
Spring 2021,Online,38038,CS 1802,14,49,39,"Rachlin, John",601
Spring 2021,Boston,38039,DA 5030,2,39,15,"Assareh, Amin",40
Spring 2021,Online,38057,CS 6949,1,70,55,"Selinger, Ethan",672
Spring 2021,Online,38058,CS 6949,2,100,77,"Mesch, Francisco, Selinger, Ethan","493, 672"
Spring 2021,Online,38060,CS 5003,3,39,19,"Jump, Maria",369
Spring 2021,Online,38064,CS 5001,8,64,36,"Maxwell, Bruce",479
Spring 2021,"Portland, Maine",38065,CS 5002,3,32,25,"Valcourt, Scott",792
Spring 2021,"Portland, Maine",38066,CS 5003,4,64,27,"Maxwell, Bruce",479
Spring 2021,"Vancouver, Canada",38071,CS 5001,9,20,10,"Coady, Yvonne",138
Spring 2021,"Seattle, WA",38072,CS 5001,10,62,58,"Mullen, Tony",529
Spring 2021,"Vancouver, Canada",38073,CS 5002,4,20,13,"Hoshino, Richard",328
Spring 2021,"Vancouver, Canada",38074,CS 5003,5,20,10,"Coady, Yvonne",138
Spring 2021,"Vancouver, Canada",38075,CS 5004,3,20,17,"Wilder, John",841
Spring 2021,"Vancouver, Canada",38076,CS 5005,5,20,17,"Wilder, John",841
Spring 2021,"Vancouver, Canada",38077,CS 5010,5,30,18,"Jump, Maria",369
Spring 2021,"Vancouver, Canada",38078,CS 5011,6,30,16,"Jump, Maria",369
Spring 2021,"Vancouver, Canada",38079,CS 5200,4,25,22,"Aibin, Michal",14
Spring 2021,"Vancouver, Canada",38080,CS 5520,2,20,7,"Aibin, Michal",14
Spring 2021,"Vancouver, Canada",38081,CS 5800,3,27,27,"Hoshino, Richard",328
Spring 2021,Online,38086,CS 2810,4,100,85,"Gold, Kevin",275
Spring 2021,Online,38090,CS 5003,6,62,57,"Donaldson, Alex",184
Spring 2021,"Seattle, WA",38092,CS 5005,6,30,26,"Evans, Abigail",215
Spring 2021,"Seattle, WA",38093,CS 5005,7,60,41,"Bonaci, Tamara",88
Spring 2021,"Seattle, WA",38096,CS 5002,5,62,49,"Slaughter, Adrienne",714
Spring 2021,"Seattle, WA",38097,CS 5004,4,60,60,"Evans, Abigail",215
Spring 2021,"Seattle, WA",38098,CS 5004,5,60,45,"Bonaci, Tamara",88
Spring 2021,"Seattle, WA",38099,CS 5100,7,30,11,"Chandrasekar, Raman",117
Spring 2021,"Seattle, WA",38100,CS 5200,5,60,55,"Chhay, Bruce",128
Spring 2021,"Seattle, WA",38101,CS 5400,2,20,10,"Mullen, Tony",529
Spring 2021,"Seattle, WA",38102,CS 5610,3,40,40,"Jorgensen, Austin",367
Spring 2021,"Seattle, WA",38103,CS 5800,4,60,46,"Sun, Zhifeng",750
Spring 2021,"Seattle, WA",38104,CS 6220,6,40,23,"Aguiar, Everaldo",10
Spring 2021,"Seattle, WA",38105,CS 6510,1,30,18,"Slaughter, Adrienne",714
Spring 2021,"Seattle, WA",38106,CS 6650,4,48,46,"Gorton, Ian",281
Spring 2021,"Seattle, WA",38109,CS 7290,1,20,13,"Bonaci, Tamara",88
Spring 2021,"Seattle, WA",38110,CS 7680,1,20,20,"Mullen, Tony",529
Spring 2021,"Seattle, WA",38111,CS 7580,1,36,37,"Evans, Abigail",215
Spring 2021,"Seattle, WA",38132,CY 5770,2,25,23,"Bonaci, Tamara",88
Spring 2021,"Seattle, WA",38135,CS 5005,8,40,38,"Evans, Abigail",215
Spring 2021,"San Francisco, CA",38168,CS 5001,11,24,8,"Miller, Mark",503
Spring 2021,"San Francisco, CA",38169,CS 5002,6,24,5,"Jahanjou, Hamid",345
Spring 2021,"San Francisco, CA",38170,CS 5003,7,24,8,"Miller, Mark",503
Spring 2021,"San Francisco, CA",38171,CS 5004,6,24,19,"Sellke, Sarah",673
Spring 2021,"San Francisco, CA",38172,CS 5005,9,24,20,"Sellke, Sarah",673
Spring 2021,"San Francisco, CA",38173,CS 5100,8,24,4,"Mathapathi, Shivakumar",475
Spring 2021,"San Francisco, CA",38174,CS 5500,3,24,23,"Gust, Philip",297
Spring 2021,"San Francisco, CA",38175,CS 7295,1,24,1,"Guerra Gomez, John Alexis",289
Spring 2021,Online,38181,CS 6949,3,80,74,"Vander Laan, Kathi",797
Spring 2021,Online,38182,CS 6949,4,80,75,"Cengic, Smajl",111
Spring 2021,"Silicon Valley, CA",38190,CS 5001,12,40,19,"Mathapathi, Shivakumar",475
Spring 2021,"Silicon Valley, CA",38191,CS 5002,7,40,25,"Jahanjou, Hamid",345
Spring 2021,"Silicon Valley, CA",38192,CS 5003,8,40,19,"Mathapathi, Shivakumar",475
Spring 2021,"Silicon Valley, CA",38193,CS 5005,10,20,8,"Sellke, Sarah",673
Spring 2021,"Silicon Valley, CA",38194,CS 5005,11,12,10,"Sellke, Sarah",673
Spring 2021,"Silicon Valley, CA",38195,CS 5005,12,20,18,"Sellke, Sarah",673
Spring 2021,"Silicon Valley, CA",38196,CS 5200,6,35,32,"Cheng, Zhuoqun",126
Spring 2021,"Silicon Valley, CA",38197,CS 5600,2,35,32,"Gust, Philip",297
Spring 2021,"Silicon Valley, CA",38215,CS 5610,4,35,27,"Guerra Gomez, John Alexis",289
Spring 2021,"Silicon Valley, CA",38216,CS 5800,5,35,20,"Bhardwaj, Anurag",74
Spring 2021,"Silicon Valley, CA",38217,CS 6120,3,35,18,"Saripalli, Prasad",657
Spring 2021,"Silicon Valley, CA",38218,CS 6140,6,35,20,"Bagherjeiran, Abraham",48
Spring 2021,"Silicon Valley, CA",38219,CS 6200,2,35,23,"Alonso, Omar",21
Spring 2021,Boston,38220,CY 3740,2,30,28,"Mex Perera, Jorge",494
Spring 2021,"Silicon Valley, CA",38222,DS 5110,2,35,6,"Mukund, Smruthi",527
Spring 2021,"Seattle, WA",38259,CS 6140,7,29,29,"Martell, Craig",473
Spring 2021,Online,38271,CS 1210,8,40,40,"Hughes, Katie",333
Spring 2021,Online,38272,CS 1210,9,40,38,"Lumbra, Celsey",448
Spring 2021,Boston,38273,CY 3740,3,40,35,"Williams, Ryan",842
Spring 2021,"Silicon Valley, CA",38278,CS 5004,7,40,37,"Sellke, Sarah",673
Spring 2021,"Silicon Valley, CA",38279,CS 5500,4,35,34,"Gust, Philip",297
Spring 2021,"San Francisco, CA",38280,CS 5520,3,24,10,"Aibin, Michal",14
Spring 2021,"Silicon Valley, CA",38327,CS 6510,2,20,15,"Slaughter, Adrienne",714
Spring 2021,"Toronto, Canada",38360,CY 5130,3,4,2,"Mex Perera, Jorge",494
Spring 2021,"Seattle, WA",38397,CS 7150,2,20,8,"Chandrasekar, Raman",117
Spring 2021,Online,38416,CS 3700,3,50,23,"Malhotra, Aanchal",462
Spring 2021,Boston,38417,CS 4100,2,25,22,"Marsella, Stacy",472
Spring 2021,Online,38444,CS 5002,8,25,22,"Valcourt, Scott",792
Spring 2021,Online,38494,CS 5520,4,39,23,"Feinberg, Daniel",225
Spring 2021,Online,38498,CS 3800,3,87,25,"Schnyder, Walter",666
Spring 2021,Online,38500,DS 3000,3,50,29,"Sapiezynski, Piotr",655
Spring 2021,Boston,38530,CS 5963,1,40,26,"Bonaci, Tamara",88
Spring 2021,Boston,38531,CS 5963,2,40,37,"Hemann, Jason",318
Spring 2021,Boston,38483,CS 4500,8,50,36,"Nunez, Lucia, Vesely, Ferdinand","552, 807"
Spring 2021,Boston,38493,CS 4500,7,50,46,"Nunez, Lucia, Vesely, Ferdinand","552, 807"
Spring 2021,Boston,38495,DS 2500,2,75,39,"Strange, Laney",742
Spring 2021,Online,38499,DS 2501,2,75,39,"Strange, Laney",742
Spring 2021,Online,38593,CS 5007,3,29,5,"Clachar, Sophine",134
Spring 2021,Online,38595,CS 5006,3,29,7,"Clachar, Sophine",134
Spring 2021,"San Francisco, CA",38698,CS 5008,1,24,23,"Hailpern, Brent",300
Spring 2021,"Silicon Valley, CA",38699,CS 5008,2,55,54,"Hailpern, Brent",300
Spring 2021,"San Francisco, CA",38700,CS 5009,1,24,19,"Kasaragod, Prathibha",377
Spring 2021,"Silicon Valley, CA",38701,CS 5009,2,25,22,"Kasaragod, Prathibha",377
Spring 2021,Online,38702,CS 5330,1,35,18,"Maxwell, Bruce",479
Spring 2021,"Vancouver, Canada",38709,CS 5008,5,25,21,"Coady, Yvonne, Hoshino, Richard","138, 328"
Spring 2021,"Portland, Maine",38710,CS 5008,6,25,9,"Valcourt, Scott",792
Spring 2021,"Silicon Valley, CA",38711,CS 5009,3,25,18,"Kasaragod, Prathibha",377
Spring 2021,"Silicon Valley, CA",38712,CS 5009,4,12,18,"Kasaragod, Prathibha",377
Spring 2021,"Portland, Maine",38713,CS 5009,8,25,9,"Valcourt, Scott",792
Spring 2021,"Vancouver, Canada",38714,CS 5009,7,25,21,"Coady, Yvonne, Hoshino, Richard","138, 328"
Spring 2021,"Seattle, WA",38716,CS 5008,3,60,57,"Slaughter, Adrienne",714
Spring 2021,"Seattle, WA",38717,CS 5008,4,55,34,"Jelani, Drew",354
Spring 2021,"Seattle, WA",38718,CS 5009,5,60,57,"Slaughter, Adrienne",714
Spring 2021,"Seattle, WA",38719,CS 5009,6,49,34,"Jelani, Drew",354
Spring 2021,Boston,38814,CS 5008,7,75,58,"Shah, Mike",678
Spring 2021,Boston,38815,CS 5008,8,50,49,"Mihajlovikj, Vidoje",500
Spring 2021,Online,38818,CS 5009,9,75,55,"Shah, Mike",678
Spring 2021,Online,38819,CS 5009,10,50,49,"Mihajlovikj, Vidoje",500
Spring 2021,"Seattle, WA",38944,CS 5500,5,20,22,"Lash, Alexander",415
Spring 2021,"San Francisco, CA",38963,CS 0180,1,30,8,"Rollins, Sami",636
Spring 2021,Online,38997,CS 5964,1,10,10,"Cengic, Smajl, Vander Laan, Kathi","111, 797"
Spring 2021,Online,38853,DS 4200,2,20,20,"Guerra Gomez, John Alexis",289
Spring 2021,"Portland, Maine",39266,CS 5003,9,20,10,"Maxwell, Bruce",479
Spring 2022,Boston,31750,CS 6200,1,45,41,"Smith, David",719
Spring 2022,Boston,31751,CS 5850,1,50,12,"Cooper, Seth",146
Spring 2022,Boston,30749,CS 7805,1,25,10,"Wichs, Daniel",840
Spring 2022,Boston,30750,CS 5400,1,10,9,"Barzilay, Eli",58
Spring 2022,Boston,33847,CS 3700,2,87,57,"Jackson, Alden",344
Spring 2022,Online,37953,CS 1100,2,150,147,"Lieberherr, Karl",433
Spring 2022,Boston,37954,CS 1200,1,30,31,"Boco, L.",85
Spring 2022,Boston,37955,CS 1200,2,30,29,"Murrell, Kereme",532
Spring 2022,Boston,37956,CS 1200,20,30,30,"Strosnider, Megan",744
Spring 2022,Online,32837,DA 5030,1,87,40,"Assareh, Amin",40
Spring 2022,Boston,37957,CS 1200,21,30,36,"Sheriffe, Chord",691
Spring 2022,Boston,37958,CS 1200,22,42,42,"Sheriffe, Chord",691
Spring 2022,Boston,37959,CS 1200,23,30,35,"Boco, L.",85
Spring 2022,Online,37960,CS 1210,10,40,45,"Hill, Victoria",322
Spring 2022,Online,37961,CS 1210,11,42,42,"Lumbra, Celsey",448
Spring 2022,Boston,37962,CS 2500,1,87,84,"Razzaq, Leena",620
Spring 2022,Boston,37963,CS 2501,3,34,31,"Razzaq, Leena",620
Spring 2022,Boston,37964,CS 2501,4,34,31,"Razzaq, Leena",620
Spring 2022,Boston,37965,CS 2501,8,34,33,"Razzaq, Leena",620
Spring 2022,Boston,37966,CS 2510,5,113,113,"Park, John",576
Spring 2022,Boston,37967,CS 2510,7,113,113,"Nunez, Lucia",552
Spring 2022,Boston,37968,CS 2510,11,113,113,"Park, John",576
Spring 2022,Boston,37969,CS 2511,1,40,10,"Lerner, Ben",427
Spring 2022,Boston,37970,CS 2511,2,40,32,"Lerner, Ben",427
Spring 2022,Boston,37971,CS 2511,4,36,34,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37972,CS 2511,12,40,40,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37973,CS 2511,13,36,36,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37974,CS 2511,15,36,36,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37975,CS 2511,16,40,40,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37976,CS 2511,17,36,36,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37977,CS 2511,18,36,34,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,32859,CS 5001,1,80,55,"Bagley, Keith",49
Spring 2022,Boston,37978,CS 2511,19,40,39,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,32861,CS 5003,1,20,29,"Bagley, Keith",49
Spring 2022,Boston,37979,CS 2511,20,50,55,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37980,CS 2511,21,36,20,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,32864,DS 5220,1,70,70,"Wang, Yanzhi",833
Spring 2022,Boston,37981,CS 2511,22,36,24,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37982,CS 2511,23,40,16,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,32867,CS 5004,1,60,60,"Bagley, Keith",49
Spring 2022,Boston,37983,CS 2511,24,50,25,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,37984,CS 3000,3,87,51,"Shesh, Amit",693
Spring 2022,Boston,37985,CS 3501,1,35,23,"Grob, Alexander",286
Spring 2022,Boston,32872,CS 6710,1,15,5,"Ranganathan, Aanjhan",612
Spring 2022,Boston,37987,CS 3501,3,35,35,"Grob, Alexander",286
Spring 2022,Boston,32874,DS 5230,1,73,71,"Eliassi-Rad, Tina",210
Spring 2022,Boston,32875,DS 5110,1,75,74,"Bemis, Kylie",66
Spring 2022,Boston,37988,CS 3501,4,35,32,"Grob, Alexander",286
Spring 2022,Boston,37989,CS 3501,5,35,36,"Grob, Alexander",286
Spring 2022,Boston,37990,CS 3700,4,65,42,"Mislove, Alan",510
Spring 2022,Boston,37993,CS 4530,2,61,60,"Bell, Jonathan",64
Spring 2022,Boston,37994,CS 4530,3,60,61,"Bhutta, Adeel",75
Spring 2022,Boston,37995,CS 4910,1,19,14,"Sapiezynski, Piotr",655
Spring 2022,Boston,37996,CS 5002,9,80,45,"Amor-Tijani, Ghita",29
Spring 2022,Boston,37997,CS 7390,1,25,10,"Mishra, Varun",509
Spring 2022,Online,37999,DS 2000,4,100,100,"Rachlin, John",601
Spring 2022,Online,38000,DS 2001,10,30,30,"Rachlin, John",601
Spring 2022,Boston,38001,DS 2001,11,30,30,"Luo, Bowen",450
Spring 2022,Boston,38002,DS 2001,12,30,30,"Luo, Bowen",450
Spring 2022,Boston,38003,DS 2001,13,30,31,"Gitomer, Adina",271
Spring 2022,Boston,38004,DS 2001,14,30,30,"Luo, Bowen",450
Spring 2022,Boston,38005,DS 2001,15,30,28,"Almeida, Lucas",20
Spring 2022,Boston,38006,DS 2001,16,30,31,"Luo, Bowen",450
Spring 2022,Boston,38007,DS 2001,17,31,28,"Sathyanarayana, Aarti",658
Spring 2022,Boston,38008,DS 2001,18,30,29,"Lee, Shun-Yang",424
Spring 2022,Boston,38009,DS 2001,19,30,29,"Lee, Shun-Yang",424
Spring 2022,Boston,38011,DS 2500,3,113,43,"Muzny, Felix",533
Spring 2022,Boston,38012,DS 2501,3,40,38,"Strange, Laney",742
Spring 2022,Boston,38013,DS 2501,4,36,33,"Strange, Laney",742
Spring 2022,Boston,38014,DS 2501,5,40,15,"Strange, Laney",742
Spring 2022,Boston,38015,DS 2501,6,36,8,"Strange, Laney",742
Spring 2022,Boston,38016,DS 2501,7,40,6,"Strange, Laney",742
Spring 2022,Boston,30855,CS 5500,1,53,54,"Annunziato, Jose",34
Spring 2022,Boston,32903,CS 2501,5,34,32,"Razzaq, Leena",620
Spring 2022,Boston,32904,CS 2501,6,34,33,"Razzaq, Leena",620
Spring 2022,Boston,38017,DS 2501,8,36,8,"Strange, Laney",742
Spring 2022,Boston,38018,DS 2501,9,40,9,"Strange, Laney",742
Spring 2022,Online,38019,DS 3000,4,87,88,"Clachar, Sophine",134
Spring 2022,Online,38020,DS 3500,1,87,65,"Rachlin, John",601
Spring 2022,Boston,38021,DS 4200,3,87,60,"Dunne, Cody",668
Spring 2022,Boston,38022,IS 1500,2,30,13,"Amor-Tijani, Ghita",29
Spring 2022,Boston,38023,IS 4300,2,20,45,"Miazi, Sakib",497
Spring 2022,Online,38499,CS 5330,1,90,80,"Maxwell, Bruce",479
Spring 2022,Boston,32955,DS 5020,1,73,28,"Brady, David",94
Spring 2022,"Portland, Maine",38504,DS 5020,3,24,7,"Mwaura, Jonathan",534
Spring 2022,"Portland, Maine",38505,DS 5110,2,24,4,"Bogden, Philip",87
Spring 2022,Boston,36278,CY 3740,2,87,51,"Onarlioglu, Kaan",560
Spring 2022,Boston,31024,HINF 6355,1,30,2,"Ries, Dan",630
Spring 2022,Boston,31025,HINF 5102,1,36,10,"Foster, Jamon",239
Spring 2022,Boston,31026,HINF 6215,1,28,28,"Spitulnik, Jay",733
Spring 2022,Boston,31027,HINF 5105,1,40,40,"Wolfield, Barry",849
Spring 2022,Boston,36145,CS 2810,3,125,125,"Higger, Matt",320
Spring 2022,Boston,30002,CS 2801,4,38,28,"Manolios, Pete",468
Spring 2022,Boston,30003,CS 2801,3,38,31,"Manolios, Pete",468
Spring 2022,Boston,30004,CS 2801,2,38,37,"Manolios, Pete",468
Spring 2022,Boston,30016,CS 2801,1,34,32,"Manolios, Pete",468
Spring 2022,Boston,36169,CS 7680,1,25,6,"Shin, Ji-Yong",695
Spring 2022,Boston,33118,CS 7140,1,25,16,"Zhang, Hongyang",888
Spring 2022,Online,33122,CS 1210,5,20,23,"Montes, Yasmil",518
Spring 2022,Boston,33123,CS 1802,1,25,25,"Nunez, Lucia",552
Spring 2022,Boston,33124,CS 1802,2,25,26,"Nunez, Lucia",552
Spring 2022,Boston,33125,CS 1802,4,25,23,"Mosca, Ab",525
Spring 2022,Boston,33126,CS 1802,5,25,26,"Mosca, Ab",525
Spring 2022,Boston,33127,CS 1802,6,25,36,"Mosca, Ab",525
Spring 2022,Boston,33128,CS 1802,7,25,32,"Mosca, Ab",525
Spring 2022,Boston,33129,CS 1802,8,25,25,"Nunez, Lucia",552
Spring 2022,Boston,33130,CS 2511,11,36,36,"Mihajlovikj, Vidoje",500
Spring 2022,Online,33131,CS 3200,3,87,87,"Durant, Kathleen",195
Spring 2022,Boston,33132,CS 3650,1,74,71,"Vesely, Ferdinand",807
Spring 2022,Boston,33133,CS 3650,2,87,86,"Jackson, Alden",344
Spring 2022,Boston,33134,CS 3800,2,89,89,"Van Der Poel, Drew",795
Spring 2022,Boston,33135,DS 2000,1,65,66,"Strange, Laney",742
Spring 2022,Online,33136,DS 4300,1,87,84,"Rachlin, John",601
Spring 2022,Boston,33137,DS 4400,1,87,104,"Oprea, Alina",561
Spring 2022,Boston,38267,CS 7280,1,25,6,"Riedewald, Mirek",628
Spring 2022,"San Francisco, CA",38268,CS 5001,2,25,25,"Miller, Mark",503
Spring 2022,"San Francisco, CA",38269,CS 5002,10,25,22,"Monge, Alvaro",517
Spring 2022,Online,38270,CS 5003,2,44,28,"Miller, Mark",503
Spring 2022,"San Francisco, CA",38271,CS 5004,3,20,10,"Miller, Mark",503
Spring 2022,Boston,35200,IS 1300,1,20,19,"Fallis, Don",219
Spring 2022,Online,38272,CS 5005,1,23,10,"Miller, Mark",503
Spring 2022,Boston,35202,IS 4800,1,30,29,"Savage, Saiph",661
Spring 2022,"San Francisco, CA",38273,CS 5008,3,20,9,"Hamandi, Lama",304
Spring 2022,"San Francisco, CA",38274,CS 5009,1,20,9,"Hamandi, Lama",304
Spring 2022,"San Francisco, CA",38275,CS 5010,1,20,8,"Guerra Gomez, John Alexis",289
Spring 2022,"San Francisco, CA",38276,CS 5011,1,23,8,"Guerra Gomez, John Alexis",289
Spring 2022,"San Francisco, CA",38277,CS 5500,3,15,13,"Mathapathi, Shivakumar",475
Spring 2022,"San Francisco, CA",38278,CS 5600,2,20,17,"Hamandi, Lama",304
Spring 2022,"San Francisco, CA",38279,CS 5800,3,20,8,"Hamandi, Lama",304
Spring 2022,"San Francisco, CA",38280,CS 7295,1,20,4,"Guerra Gomez, John Alexis",289
Spring 2022,"Silicon Valley, CA",38281,CS 5001,3,45,3,"Toutiaee, Mohammad",775
Spring 2022,"Silicon Valley, CA",38282,CS 5002,11,45,19,"Sellke, Sarah",673
Spring 2022,"Silicon Valley, CA",38284,CS 5004,4,40,38,"Jahanjou, Hamid",345
Spring 2022,"Silicon Valley, CA",38285,CS 5004,5,40,39,"Cheng, Zhuoqun",126
Spring 2022,"Silicon Valley, CA",38286,CS 5005,2,23,23,"Sharif Rohani, Aida",684
Spring 2022,"Silicon Valley, CA",38287,CS 5005,3,23,15,"Sharif Rohani, Aida",684
Spring 2022,"Silicon Valley, CA",38288,CS 5005,4,23,22,"Cheng, Zhuoqun",126
Spring 2022,Boston,30097,CS 4550,1,60,70,"Annunziato, Jose",34
Spring 2022,"Silicon Valley, CA",38289,CS 5005,5,23,17,"Cheng, Zhuoqun",126
Spring 2022,"Silicon Valley, CA",38290,CS 5008,4,45,45,"Hailpern, Brent",300
Spring 2022,"Silicon Valley, CA",38291,CS 5008,5,45,44,"Lee, Jeongkyu",422
Spring 2022,"Silicon Valley, CA",38292,CS 5009,2,23,22,"Kasaragod, Prathibha",377
Spring 2022,"Silicon Valley, CA",38293,CS 5009,3,23,22,"Kasaragod, Prathibha",377
Spring 2022,"Silicon Valley, CA",38294,CS 5009,4,23,23,"Kasaragod, Prathibha",377
Spring 2022,"Silicon Valley, CA",38295,CS 5009,5,22,22,"Kasaragod, Prathibha",377
Spring 2022,"Silicon Valley, CA",38298,CS 5500,4,45,44,"Mathapathi, Shivakumar",475
Spring 2022,"Silicon Valley, CA",38299,CS 5600,3,30,15,"Hamandi, Lama",304
Spring 2022,"Silicon Valley, CA",38300,CS 5800,4,45,45,"Sellke, Sarah",673
Spring 2022,"Silicon Valley, CA",38302,CS 6140,2,25,25,"Toutiaee, Mohammad",775
Spring 2022,"Vancouver, Canada",38308,CS 5003,4,28,8,"Schmidt, Logan",665
Spring 2022,"Vancouver, Canada",38309,CS 5005,6,28,18,"Coria Mendoza, Lino",148
Spring 2022,"Vancouver, Canada",38310,CS 5009,6,28,21,"Schmidt, Logan",665
Spring 2022,"Vancouver, Canada",38311,CS 5011,3,28,4,"Edmunds, Bethany",203
Spring 2022,Boston,38312,CS 5005,7,18,18,"Bagley, Keith",49
Spring 2022,Boston,38313,CS 5005,8,18,18,"Bagley, Keith",49
Spring 2022,Boston,31146,CS 2510,3,113,112,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,31147,CS 2511,5,36,33,"Mihajlovikj, Vidoje",500
Spring 2022,Boston,38314,CS 5005,9,18,17,"Bagley, Keith",49
Spring 2022,Boston,38315,CS 5005,10,18,3,"Bagley, Keith",49
Spring 2022,Online,38318,CS 5005,13,35,32,"Bagley, Keith",49
Spring 2022,Boston,34223,CY 2550,1,87,87,"Miazi, Sakib",497
Spring 2022,Boston,34224,CY 2550,2,87,92,"Wilson, Christo",844
Spring 2022,Online,31155,HINF 5105,2,40,38,"Roth, Monique",642
Spring 2022,Boston,34225,CY 4170,1,49,36,"Hartzog, Woodrow",313
Spring 2022,Boston,34226,CY 4740,1,20,19,"Robertson, William",633
Spring 2022,Boston,34221,DS 3000,1,89,89,"Higger, Matt",320
Spring 2022,Boston,34229,CS 1101,1,35,24,"Lieberherr, Karl",433
Spring 2022,Online,33208,HINF 6202,1,20,16,"Maloney, Marie",465
Spring 2022,Boston,35257,DS 2500,1,113,67,"Strange, Laney",742
Spring 2022,Boston,35258,DS 2501,1,40,4,"Strange, Laney",742
Spring 2022,Boston,33209,HINF 6404,1,35,16,"Bartolotta, Jim",57
Spring 2022,Boston,34230,CS 1101,2,35,23,"Lieberherr, Karl",433
Spring 2022,Boston,34231,CS 1101,3,35,23,"Lieberherr, Karl",433
Spring 2022,Boston,34232,CS 1101,4,35,23,"Lieberherr, Karl",433
Spring 2022,Boston,34233,CS 1101,6,35,27,"Lieberherr, Karl",433
Spring 2022,Boston,34234,CS 1101,7,35,27,"Lieberherr, Karl",433
Spring 2022,Online,34238,CS 1210,6,20,26,"Hughes, Katie",333
Spring 2022,Boston,34239,CS 2501,7,34,32,"Razzaq, Leena",620
Spring 2022,Boston,34240,CS 2810,2,125,127,"Higger, Matt",320
Spring 2022,Boston,34241,CS 3650,3,73,74,"Vesely, Ferdinand",807
Spring 2022,Boston,34243,CS 4950,1,25,9,"Vitek, Olga",814
Spring 2022,Boston,34244,CS 7240,1,25,6,"Gatterbauer, Wolfgang",257
Spring 2022,Boston,34245,CS 7600,1,25,20,"Desnoyers, Peter",178
Spring 2022,Boston,32208,CS 4120,1,42,43,"Amir, Silvio",25
Spring 2022,Boston,32214,CS 2500,3,87,83,"Shivers III, Olin",698
Spring 2022,Online,38359,CS 5001,5,72,59,"Wilder, John",841
Spring 2022,Online,38360,CS 5003,5,72,59,"Wilder, John",841
Spring 2022,Online,38362,CS 5010,4,72,31,"Jump, Maria",369
Spring 2022,Online,38363,CS 5011,4,72,38,"Jump, Maria",369
Spring 2022,Online,38364,CS 5100,4,87,45,"Saripalli, Prasad",657
Spring 2022,Online,38365,CS 5200,3,87,77,"Schedlbauer, Martin",663
Spring 2022,Boston,33246,CS 5340,1,15,18,"Miazi, Sakib",497
Spring 2022,Boston,33247,DS 5010,1,65,47,"Bemis, Kylie",66
Spring 2022,Online,38366,CS 5200,4,72,67,"Schedlbauer, Martin",663
Spring 2022,Online,38367,CS 5520,1,87,83,"Feinberg, Daniel",225
